employee_id,department,trip_purpose,trip_start_date,trip_end_date,origin,destination,travel_mode,provider_name,service_class,flight_legs,distance_traveled,invoice_amount_usd
EMP05362,HR,Conference,7/17/2025,7/22/2025,Dallas,Chicago,Air,American Airlines,Business,2,2623.56,955.89
EMP05363,Operations,Conference,11/28/2025,12/1/2025,New York,San Francisco,Road,Enterprise,Standard,0,1842.95,921.48
EMP05364,HR,Client Meeting,9/8/2025,9/17/2025,Chicago,Atlanta,Bus,Intercity Bus,Standard,0,297.18,23.77
EMP05365,HR,Internal Meeting,8/5/2025,8/12/2025,Tampa,Atlanta,Air,Delta,Business,2,1947.03,786.76
EMP05366,Finance,Client Meeting,7/6/2025,7/13/2025,Dallas,Dallas,Road,Enterprise,Standard,0,265.05,132.53
EMP05367,Finance,Conference,1/23/2025,2/2/2025,Dallas,Chicago,Road,Uber,Standard,0,1899.16,949.58
EMP05368,HR,Training,11/24/2025,11/25/2025,Chicago,Tampa,Bus,Intercity Bus,Standard,0,796.94,63.76
EMP05369,Engineering,Conference,3/1/2025,3/3/2025,San Francisco,Chicago,Bus,Intercity Bus,Standard,0,2420.9,193.67
EMP05370,Engineering,Training,4/7/2025,4/10/2025,Chicago,Tampa,Bus,Intercity Bus,Standard,0,2462.58,197.01
EMP05371,Sales,Conference,7/11/2025,7/18/2025,Tampa,New York,Rail,Amtrak,Business,0,2937.89,293.79
EMP05372,HR,Internal Meeting,10/18/2025,10/26/2025,San Francisco,Dallas,Bus,Intercity Bus,Standard,0,1530.52,122.44
EMP05373,Operations,Internal Meeting,9/27/2025,10/5/2025,Atlanta,New York,Road,Enterprise,Standard,0,1392.12,696.06
EMP05374,HR,Conference,10/20/2025,10/27/2025,Dallas,Atlanta,Air,United,Economy,2,2272.75,868.19
EMP05375,Engineering,Conference,5/14/2025,5/18/2025,Chicago,San Francisco,Air,Southwest,First,2,1586.6,696.65
EMP05376,Sales,Client Meeting,8/5/2025,8/10/2025,New York,Dallas,Air,United,Economy,2,1661.43,715.36
EMP05377,Sales,Client Meeting,7/27/2025,8/6/2025,Dallas,Dallas,Road,Enterprise,Standard,0,818.99,409.5
EMP05378,Operations,Internal Meeting,2/25/2025,3/7/2025,New York,Dallas,Rail,Amtrak,Standard,0,925.84,92.58
EMP05379,Finance,Client Meeting,9/26/2025,10/2/2025,Dallas,New York,Air,American Airlines,Economy,1,51.85,162.96
EMP05380,Engineering,Training,4/9/2025,4/10/2025,Dallas,Dallas,Rail,Amtrak,Business,0,342.75,34.27
EMP05381,Finance,Training,11/25/2025,12/1/2025,Dallas,San Francisco,Rail,Amtrak,Business,0,317.63,31.76
EMP05382,HR,Client Meeting,3/27/2025,4/6/2025,Tampa,Chicago,Road,Enterprise,Standard,0,824.95,412.48
EMP05383,Engineering,Internal Meeting,12/30/2025,12/31/2025,New York,Tampa,Air,United,First,1,2630.56,807.64
EMP05384,Finance,Training,3/7/2025,3/12/2025,Atlanta,Dallas,Rail,Amtrak,Standard,0,350.58,35.06
EMP05385,HR,Internal Meeting,6/16/2025,6/19/2025,Tampa,Tampa,Rail,Amtrak,Standard,0,96.96,9.7
EMP05386,Finance,Training,1/7/2025,1/11/2025,San Francisco,Atlanta,Rail,Amtrak,Standard,0,1867.74,186.77
EMP05387,Operations,Training,3/13/2025,3/15/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,2884.45,230.76
EMP05388,Engineering,Client Meeting,12/30/2025,1/1/2026,Dallas,Dallas,Air,Delta,First,1,2713.46,828.37
EMP05389,Finance,Conference,4/18/2025,4/25/2025,Dallas,Atlanta,Air,Southwest,Business,1,739.39,334.85
EMP05390,Sales,Conference,9/3/2025,9/6/2025,New York,Dallas,Road,Enterprise,Standard,0,858.78,429.39
EMP05391,HR,Client Meeting,10/25/2025,11/3/2025,New York,New York,Road,Lyft,Standard,0,994.17,497.08
EMP05392,Engineering,Training,11/9/2025,11/10/2025,Tampa,New York,Bus,Intercity Bus,Standard,0,2301.29,184.1
EMP05393,HR,Conference,7/4/2025,7/8/2025,Atlanta,Atlanta,Bus,Intercity Bus,Standard,0,2416.64,193.33
EMP05394,HR,Training,12/4/2025,12/8/2025,New York,Atlanta,Air,United,First,2,1186.06,596.51
EMP05395,Finance,Internal Meeting,12/19/2025,12/25/2025,Tampa,San Francisco,Bus,Intercity Bus,Standard,0,1801.05,144.08
EMP05396,HR,Internal Meeting,1/25/2025,1/29/2025,San Francisco,Dallas,Road,Uber,Standard,0,424.98,212.49
EMP05397,Finance,Training,8/22/2025,8/24/2025,New York,Chicago,Air,United,First,2,1311.25,627.81
EMP05398,Operations,Training,10/5/2025,10/15/2025,New York,Atlanta,Road,Uber,Standard,0,395.1,197.55
EMP05399,Sales,Client Meeting,9/17/2025,9/26/2025,Chicago,Tampa,Rail,Amtrak,Standard,0,1387.14,138.71
EMP05400,Finance,Internal Meeting,10/28/2025,11/5/2025,Chicago,San Francisco,Road,Lyft,Standard,0,2566.87,1283.43
EMP05401,HR,Internal Meeting,5/6/2025,5/13/2025,Dallas,Chicago,Air,Delta,Business,1,1764.9,591.23
EMP05402,Finance,Client Meeting,9/18/2025,9/21/2025,San Francisco,Atlanta,Rail,Amtrak,Standard,0,2453.14,245.31
EMP05403,Operations,Client Meeting,12/3/2025,12/8/2025,New York,San Francisco,Road,Enterprise,Standard,0,2811.68,1405.84
EMP05404,HR,Conference,10/15/2025,10/20/2025,Atlanta,Atlanta,Road,Enterprise,Standard,0,1564.88,782.44
EMP05405,Finance,Internal Meeting,6/13/2025,6/21/2025,Tampa,Atlanta,Road,Lyft,Standard,0,2853.32,1426.66
EMP05406,HR,Training,10/5/2025,10/14/2025,Tampa,Atlanta,Rail,Amtrak,Business,0,1630.28,163.03
EMP05407,HR,Training,12/29/2025,1/8/2026,Atlanta,Dallas,Air,Delta,First,1,1212.86,453.21
EMP05408,Engineering,Conference,9/21/2025,9/25/2025,San Francisco,Atlanta,Bus,Intercity Bus,Standard,0,2400.74,192.06
EMP05409,Sales,Client Meeting,10/30/2025,11/3/2025,San Francisco,Chicago,Road,Lyft,Standard,0,1055.85,527.92
EMP05410,Finance,Client Meeting,3/20/2025,3/28/2025,San Francisco,Chicago,Air,Delta,Business,2,2426.13,906.53
EMP05411,Operations,Client Meeting,7/29/2025,7/30/2025,Dallas,New York,Rail,Amtrak,Business,0,2548.02,254.8
EMP05412,Engineering,Client Meeting,12/9/2025,12/12/2025,Tampa,New York,Air,Delta,Economy,2,2504.23,926.06
EMP05413,Finance,Internal Meeting,10/23/2025,11/2/2025,New York,Dallas,Air,Southwest,Business,2,1784.31,746.08
EMP05414,Engineering,Training,1/9/2025,1/13/2025,Chicago,San Francisco,Rail,Amtrak,Business,0,1501.19,150.12
EMP05415,Finance,Client Meeting,7/12/2025,7/18/2025,Dallas,Atlanta,Rail,Amtrak,Business,0,1739.68,173.97
EMP05416,HR,Internal Meeting,10/24/2025,10/25/2025,Chicago,New York,Air,American Airlines,Business,1,753.09,338.27
EMP05417,Sales,Training,9/8/2025,9/16/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,1833.49,146.68
EMP05418,Engineering,Client Meeting,4/14/2025,4/24/2025,Dallas,Chicago,Bus,Intercity Bus,Standard,0,1606.9,128.55
EMP05419,Operations,Internal Meeting,10/30/2025,11/5/2025,Atlanta,New York,Air,American Airlines,Business,2,1694.45,723.61
EMP05420,Sales,Client Meeting,7/1/2025,7/10/2025,New York,Chicago,Air,Southwest,First,1,754.59,338.65
EMP05421,Finance,Internal Meeting,2/18/2025,2/21/2025,New York,Chicago,Rail,Amtrak,Standard,0,363.48,36.35
EMP05422,Sales,Training,9/11/2025,9/20/2025,San Francisco,Tampa,Road,Uber,Standard,0,2346.36,1173.18
EMP05423,Finance,Client Meeting,1/8/2025,1/10/2025,Chicago,San Francisco,Road,Lyft,Standard,0,553.09,276.55
EMP05424,Sales,Client Meeting,1/7/2025,1/8/2025,San Francisco,Atlanta,Bus,Intercity Bus,Standard,0,1369.68,109.57
EMP05425,Operations,Training,1/18/2025,1/26/2025,Chicago,Dallas,Air,United,First,1,670.86,317.72
EMP05426,HR,Internal Meeting,12/30/2025,1/3/2026,Chicago,New York,Bus,Intercity Bus,Standard,0,1003.28,80.26
EMP05427,Operations,Client Meeting,10/21/2025,10/25/2025,San Francisco,San Francisco,Bus,Intercity Bus,Standard,0,1655.12,132.41
EMP05428,Operations,Training,2/23/2025,2/27/2025,San Francisco,Dallas,Road,Uber,Standard,0,1677.55,838.77
EMP05429,Engineering,Conference,2/4/2025,2/13/2025,Tampa,New York,Bus,Intercity Bus,Standard,0,1101.85,88.15
EMP05430,Operations,Training,6/29/2025,7/4/2025,Atlanta,Atlanta,Air,United,First,2,1369.54,642.38
EMP05431,Sales,Client Meeting,7/3/2025,7/5/2025,New York,Chicago,Rail,Amtrak,Standard,0,1019.84,101.98
EMP05432,Engineering,Training,1/8/2025,1/18/2025,Tampa,New York,Road,Lyft,Standard,0,870.43,435.21
EMP05433,Operations,Client Meeting,10/17/2025,10/25/2025,Atlanta,Atlanta,Road,Enterprise,Standard,0,594.08,297.04
EMP05434,Finance,Internal Meeting,3/13/2025,3/17/2025,Dallas,Dallas,Rail,Amtrak,Business,0,1517.67,151.77
EMP05435,Operations,Training,11/20/2025,11/27/2025,Tampa,New York,Air,United,First,1,864.05,366.01
EMP05436,Operations,Internal Meeting,1/9/2025,1/13/2025,San Francisco,New York,Road,Enterprise,Standard,0,657.67,328.83
EMP05437,Engineering,Client Meeting,5/27/2025,6/1/2025,San Francisco,Tampa,Bus,Intercity Bus,Standard,0,2142.42,171.39
EMP05438,Operations,Conference,7/28/2025,8/1/2025,Atlanta,San Francisco,Rail,Amtrak,Standard,0,112.39,11.24
EMP05439,Engineering,Internal Meeting,12/28/2025,12/29/2025,Dallas,New York,Bus,Intercity Bus,Standard,0,1285.85,102.87
EMP05440,HR,Training,1/3/2025,1/11/2025,San Francisco,Tampa,Rail,Amtrak,Standard,0,2338.8,233.88
EMP05441,Sales,Client Meeting,3/2/2025,3/6/2025,Dallas,San Francisco,Road,Uber,Standard,0,1049.26,524.63
EMP05442,Finance,Internal Meeting,1/29/2025,2/4/2025,Dallas,Dallas,Bus,Intercity Bus,Standard,0,1713.02,137.04
EMP05443,Engineering,Conference,2/6/2025,2/16/2025,Tampa,New York,Bus,Intercity Bus,Standard,0,654.69,52.38
EMP05444,Finance,Training,3/21/2025,3/30/2025,Tampa,Chicago,Air,Southwest,Business,1,2238.89,709.72
EMP05445,Finance,Client Meeting,5/2/2025,5/3/2025,Dallas,Dallas,Rail,Amtrak,Standard,0,1414.7,141.47
EMP05446,Sales,Conference,9/29/2025,10/7/2025,Chicago,San Francisco,Bus,Intercity Bus,Standard,0,2463.99,197.12
EMP05447,Finance,Training,12/6/2025,12/9/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,2065.81,165.26
EMP05448,Finance,Internal Meeting,4/7/2025,4/14/2025,Chicago,Atlanta,Air,American Airlines,First,1,591.51,297.88
EMP05449,Engineering,Internal Meeting,2/18/2025,2/23/2025,Chicago,New York,Road,Lyft,Standard,0,2181.92,1090.96
EMP05450,Operations,Conference,8/16/2025,8/21/2025,Chicago,New York,Road,Lyft,Standard,0,991.71,495.86
EMP05451,Operations,Client Meeting,12/2/2025,12/12/2025,Atlanta,Tampa,Bus,Intercity Bus,Standard,0,2722.44,217.8
EMP05452,HR,Internal Meeting,2/23/2025,2/25/2025,Dallas,New York,Road,Uber,Standard,0,423.58,211.79
EMP05453,HR,Internal Meeting,10/6/2025,10/12/2025,Dallas,Chicago,Rail,Amtrak,Standard,0,576.63,57.66
EMP05454,HR,Client Meeting,9/11/2025,9/12/2025,Atlanta,Dallas,Bus,Intercity Bus,Standard,0,1504.44,120.36
EMP05455,Engineering,Client Meeting,11/8/2025,11/17/2025,San Francisco,New York,Air,United,First,2,291.72,372.93
EMP05456,Sales,Conference,8/11/2025,8/17/2025,Dallas,Chicago,Road,Enterprise,Standard,0,414.89,207.44
EMP05457,HR,Training,1/27/2025,1/31/2025,Dallas,New York,Bus,Intercity Bus,Standard,0,1770.66,141.65
EMP05458,Engineering,Training,4/16/2025,4/25/2025,San Francisco,Chicago,Rail,Amtrak,Standard,0,2217.54,221.75
EMP05459,Sales,Training,5/23/2025,5/29/2025,Tampa,Chicago,Rail,Amtrak,Business,0,998.52,99.85
EMP05460,Engineering,Internal Meeting,8/29/2025,9/7/2025,New York,San Francisco,Road,Enterprise,Standard,0,152.22,76.11
EMP05461,Engineering,Internal Meeting,11/24/2025,11/28/2025,Tampa,Dallas,Air,United,Business,1,425.31,256.33
EMP05462,Operations,Internal Meeting,12/7/2025,12/16/2025,San Francisco,Dallas,Air,Southwest,Economy,2,2122.08,830.52
EMP05463,Engineering,Conference,9/4/2025,9/11/2025,Atlanta,Dallas,Road,Enterprise,Standard,0,1388.04,694.02
EMP05464,HR,Internal Meeting,4/18/2025,4/27/2025,San Francisco,Dallas,Air,American Airlines,First,2,162.25,340.56
EMP05465,Operations,Conference,7/31/2025,8/9/2025,Tampa,San Francisco,Rail,Amtrak,Standard,0,2032.58,203.26
EMP05466,Sales,Conference,4/2/2025,4/12/2025,Atlanta,New York,Rail,Amtrak,Business,0,203.47,20.35
EMP05467,Engineering,Training,9/19/2025,9/20/2025,New York,Atlanta,Rail,Amtrak,Business,0,385.26,38.53
EMP05468,HR,Training,2/18/2025,2/27/2025,Chicago,Chicago,Road,Lyft,Standard,0,61.56,30.78
EMP05469,Operations,Conference,10/4/2025,10/14/2025,Tampa,Chicago,Air,United,Business,1,2998.41,899.6
EMP05470,Engineering,Client Meeting,1/27/2025,1/31/2025,New York,New York,Air,American Airlines,Business,1,2602.62,800.65
EMP05471,HR,Training,8/9/2025,8/17/2025,San Francisco,Tampa,Rail,Amtrak,Standard,0,1553.69,155.37
EMP05472,Finance,Training,8/17/2025,8/27/2025,Dallas,Tampa,Road,Enterprise,Standard,0,935.2,467.6
EMP05473,Finance,Conference,9/15/2025,9/25/2025,Tampa,New York,Bus,Intercity Bus,Standard,0,496.23,39.7
EMP05474,Engineering,Internal Meeting,7/7/2025,7/8/2025,San Francisco,Chicago,Rail,Amtrak,Business,0,889.79,88.98
EMP05475,HR,Internal Meeting,5/30/2025,6/3/2025,Dallas,Tampa,Bus,Intercity Bus,Standard,0,1159.12,92.73
EMP05476,HR,Internal Meeting,4/18/2025,4/19/2025,New York,San Francisco,Rail,Amtrak,Standard,0,2281.11,228.11
EMP05477,Engineering,Internal Meeting,7/22/2025,7/30/2025,New York,Tampa,Road,Enterprise,Standard,0,1642,821
EMP05478,Sales,Training,4/14/2025,4/18/2025,Dallas,Tampa,Bus,Intercity Bus,Standard,0,278.58,22.29
EMP05479,Operations,Client Meeting,8/29/2025,9/1/2025,New York,New York,Air,Southwest,Economy,1,103.19,175.8
EMP05480,Sales,Training,6/9/2025,6/19/2025,Atlanta,Dallas,Bus,Intercity Bus,Standard,0,1933.13,154.65
EMP05481,Sales,Internal Meeting,10/20/2025,10/22/2025,New York,Chicago,Road,Enterprise,Standard,0,2113.18,1056.59
EMP05482,Sales,Client Meeting,12/15/2025,12/16/2025,Atlanta,Atlanta,Rail,Amtrak,Standard,0,380.43,38.04
EMP05483,Finance,Conference,7/18/2025,7/25/2025,New York,San Francisco,Air,United,Business,1,2555.92,788.98
EMP05484,Sales,Training,7/5/2025,7/11/2025,Tampa,San Francisco,Road,Lyft,Standard,0,1425.81,712.9
EMP05485,Engineering,Conference,8/21/2025,8/31/2025,San Francisco,Chicago,Road,Lyft,Standard,0,1116.91,558.46
EMP05486,Finance,Client Meeting,2/23/2025,2/24/2025,Tampa,Dallas,Air,American Airlines,First,1,369.78,242.44
EMP05487,Engineering,Internal Meeting,1/23/2025,1/24/2025,Tampa,Chicago,Bus,Intercity Bus,Standard,0,398.12,31.85
EMP05488,Sales,Internal Meeting,10/30/2025,10/31/2025,Chicago,San Francisco,Bus,Intercity Bus,Standard,0,2281.79,182.54
EMP05489,Operations,Client Meeting,4/13/2025,4/22/2025,Atlanta,Dallas,Road,Enterprise,Standard,0,330.98,165.49
EMP05490,Sales,Internal Meeting,6/9/2025,6/14/2025,Dallas,Atlanta,Rail,Amtrak,Standard,0,131.04,13.1
EMP05491,HR,Training,10/7/2025,10/16/2025,Dallas,New York,Bus,Intercity Bus,Standard,0,1240.7,99.26
EMP05492,Sales,Conference,2/8/2025,2/15/2025,Atlanta,Chicago,Rail,Amtrak,Business,0,2981.06,298.11
EMP05493,HR,Training,4/19/2025,4/28/2025,Atlanta,Chicago,Rail,Amtrak,Standard,0,565.91,56.59
EMP05494,Sales,Internal Meeting,8/24/2025,8/26/2025,New York,San Francisco,Air,Delta,First,1,2034.3,658.58
EMP05495,Sales,Training,1/13/2025,1/16/2025,Atlanta,Atlanta,Road,Uber,Standard,0,198.45,99.22
EMP05496,HR,Training,8/6/2025,8/13/2025,New York,New York,Air,Southwest,Economy,2,235.58,358.89
EMP05497,HR,Internal Meeting,3/4/2025,3/12/2025,San Francisco,Chicago,Rail,Amtrak,Standard,0,2055.92,205.59
EMP05498,Operations,Conference,5/11/2025,5/13/2025,Chicago,San Francisco,Road,Uber,Standard,0,648.48,324.24
EMP05499,Operations,Client Meeting,3/22/2025,3/23/2025,Chicago,Atlanta,Rail,Amtrak,Standard,0,2249.6,224.96
EMP05500,Engineering,Client Meeting,1/25/2025,2/3/2025,Dallas,Dallas,Rail,Amtrak,Business,0,2987.08,298.71
EMP05501,Finance,Conference,3/3/2025,3/6/2025,Chicago,Tampa,Air,Southwest,First,1,2013.67,653.42
EMP05502,Engineering,Conference,1/30/2025,2/7/2025,Chicago,Atlanta,Road,Enterprise,Standard,0,506.62,253.31
EMP05503,Sales,Conference,4/29/2025,5/9/2025,Atlanta,New York,Air,American Airlines,Economy,2,938.47,534.62
EMP05504,HR,Internal Meeting,1/24/2025,1/27/2025,New York,New York,Road,Lyft,Standard,0,2203.27,1101.63
EMP05505,Sales,Conference,9/16/2025,9/21/2025,Dallas,Atlanta,Rail,Amtrak,Business,0,2671.8,267.18
EMP05506,Engineering,Training,7/1/2025,7/6/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,231.94,18.56
EMP05507,Engineering,Client Meeting,9/26/2025,9/27/2025,San Francisco,Dallas,Road,Uber,Standard,0,1377.69,688.85
EMP05508,Finance,Conference,2/19/2025,2/24/2025,New York,San Francisco,Road,Enterprise,Standard,0,653.92,326.96
EMP05509,Sales,Training,9/21/2025,9/27/2025,Atlanta,San Francisco,Air,Delta,Business,1,1721.23,580.31
EMP05510,HR,Client Meeting,12/5/2025,12/7/2025,Chicago,Tampa,Bus,Intercity Bus,Standard,0,469.44,37.56
EMP05511,Engineering,Client Meeting,4/19/2025,4/27/2025,Tampa,San Francisco,Rail,Amtrak,Business,0,205.84,20.58
EMP05512,Finance,Conference,9/5/2025,9/10/2025,San Francisco,Tampa,Air,American Airlines,Business,2,1896.23,774.06
EMP05513,Sales,Client Meeting,8/30/2025,9/1/2025,New York,Atlanta,Air,Southwest,Business,1,1139.7,434.93
EMP05514,Operations,Training,7/2/2025,7/9/2025,San Francisco,Dallas,Road,Enterprise,Standard,0,1560.22,780.11
EMP05515,Finance,Training,12/12/2025,12/20/2025,Chicago,San Francisco,Road,Uber,Standard,0,1604.67,802.34
EMP05516,Sales,Internal Meeting,7/27/2025,8/3/2025,New York,New York,Bus,Intercity Bus,Standard,0,1706.7,136.54
EMP05517,HR,Internal Meeting,7/13/2025,7/14/2025,Chicago,Tampa,Bus,Intercity Bus,Standard,0,553.9,44.31
EMP05518,Operations,Client Meeting,1/4/2025,1/13/2025,New York,Dallas,Rail,Amtrak,Standard,0,633.19,63.32
EMP05519,Engineering,Training,9/14/2025,9/17/2025,Tampa,Chicago,Rail,Amtrak,Business,0,990.51,99.05
EMP05520,Sales,Internal Meeting,10/25/2025,10/29/2025,Tampa,New York,Rail,Amtrak,Business,0,1800.81,180.08
EMP05521,Finance,Internal Meeting,11/8/2025,11/14/2025,Chicago,New York,Bus,Intercity Bus,Standard,0,669.85,53.59
EMP05522,HR,Client Meeting,8/3/2025,8/12/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,393.18,31.45
EMP05523,Operations,Client Meeting,8/7/2025,8/11/2025,Dallas,Chicago,Air,Southwest,Business,2,2911.84,1027.96
EMP05524,Engineering,Training,5/14/2025,5/23/2025,New York,Dallas,Rail,Amtrak,Standard,0,761.14,76.11
EMP05525,Operations,Conference,5/18/2025,5/21/2025,San Francisco,New York,Bus,Intercity Bus,Standard,0,96.3,7.7
EMP05526,Operations,Training,4/18/2025,4/28/2025,New York,Atlanta,Air,American Airlines,Economy,2,1112.29,578.07
EMP05527,Operations,Training,1/22/2025,1/31/2025,New York,New York,Bus,Intercity Bus,Standard,0,450.1,36.01
EMP05528,Sales,Client Meeting,5/2/2025,5/7/2025,Tampa,Chicago,Bus,Intercity Bus,Standard,0,479.6,38.37
EMP05529,HR,Training,6/5/2025,6/13/2025,Atlanta,Dallas,Bus,Intercity Bus,Standard,0,2107.42,168.59
EMP05530,Sales,Training,12/11/2025,12/19/2025,San Francisco,San Francisco,Rail,Amtrak,Business,0,1946.28,194.63
EMP05531,Sales,Training,10/22/2025,10/29/2025,Chicago,Dallas,Air,Southwest,First,1,2359.1,739.77
EMP05532,Engineering,Internal Meeting,10/22/2025,10/30/2025,Tampa,Tampa,Road,Lyft,Standard,0,56.44,28.22
EMP05533,HR,Internal Meeting,12/18/2025,12/23/2025,New York,Dallas,Rail,Amtrak,Standard,0,1934.08,193.41
EMP05534,Sales,Internal Meeting,1/27/2025,2/5/2025,Chicago,Dallas,Air,Delta,Business,2,466.67,416.67
EMP05535,Engineering,Client Meeting,4/20/2025,4/21/2025,Atlanta,San Francisco,Road,Lyft,Standard,0,2534.47,1267.23
EMP05536,Sales,Internal Meeting,12/5/2025,12/13/2025,San Francisco,San Francisco,Bus,Intercity Bus,Standard,0,667.45,53.4
EMP05537,Engineering,Internal Meeting,7/18/2025,7/24/2025,New York,Chicago,Air,Southwest,Economy,2,263.94,365.99
EMP05538,HR,Internal Meeting,3/2/2025,3/3/2025,San Francisco,Atlanta,Air,American Airlines,First,1,53.74,163.44
EMP05539,Engineering,Internal Meeting,8/19/2025,8/21/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,2764.12,221.13
EMP05540,Operations,Client Meeting,10/9/2025,10/11/2025,New York,Dallas,Rail,Amtrak,Standard,0,1968.25,196.83
EMP05541,Operations,Client Meeting,11/29/2025,12/2/2025,San Francisco,Dallas,Road,Lyft,Standard,0,316.74,158.37
EMP05542,HR,Training,11/23/2025,12/2/2025,Chicago,New York,Air,American Airlines,Economy,2,2846.18,1011.54
EMP05543,Sales,Training,1/1/2026,1/5/2026,New York,Dallas,Bus,Intercity Bus,Standard,0,1476.89,118.15
EMP05544,Operations,Training,4/15/2025,4/17/2025,Chicago,San Francisco,Bus,Intercity Bus,Standard,0,980.88,78.47
EMP05545,Finance,Client Meeting,9/10/2025,9/11/2025,Dallas,San Francisco,Bus,Intercity Bus,Standard,0,2377.39,190.19
EMP05546,Sales,Training,5/11/2025,5/20/2025,Atlanta,Chicago,Road,Enterprise,Standard,0,2061.27,1030.63
EMP05547,Finance,Training,1/3/2025,1/4/2025,Dallas,Tampa,Air,American Airlines,Economy,1,2671.82,817.96
EMP05548,Finance,Training,5/3/2025,5/5/2025,Tampa,Dallas,Rail,Amtrak,Standard,0,1232.86,123.29
EMP05549,Finance,Conference,3/23/2025,4/2/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,1084.59,86.77
EMP05550,Engineering,Training,6/6/2025,6/9/2025,Chicago,San Francisco,Road,Lyft,Standard,0,2329.88,1164.94
EMP05551,Engineering,Training,10/22/2025,11/1/2025,Tampa,Atlanta,Bus,Intercity Bus,Standard,0,2419.35,193.55
EMP05552,Finance,Internal Meeting,12/20/2025,12/24/2025,Atlanta,Chicago,Bus,Intercity Bus,Standard,0,502.57,40.21
EMP05553,Finance,Conference,8/17/2025,8/23/2025,Atlanta,Dallas,Road,Enterprise,Standard,0,1131.33,565.66
EMP05554,Engineering,Training,1/31/2025,2/6/2025,Atlanta,Atlanta,Air,United,First,1,1151.39,437.85
EMP05555,Operations,Training,8/9/2025,8/17/2025,New York,Atlanta,Air,Southwest,Economy,1,2352.69,738.17
EMP05556,Finance,Training,1/2/2025,1/4/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,2136.32,170.91
EMP05557,Finance,Client Meeting,5/12/2025,5/13/2025,Tampa,Chicago,Air,United,Business,2,611.63,452.91
EMP05558,Finance,Internal Meeting,4/13/2025,4/15/2025,Dallas,Chicago,Air,Southwest,First,1,1168.89,442.22
EMP05559,Sales,Conference,9/3/2025,9/4/2025,Dallas,San Francisco,Rail,Amtrak,Business,0,1903.21,190.32
EMP05560,Finance,Conference,2/22/2025,3/2/2025,Atlanta,Chicago,Bus,Intercity Bus,Standard,0,408.05,32.64
EMP05561,Finance,Conference,7/30/2025,8/4/2025,San Francisco,Atlanta,Air,United,First,2,2958.51,1039.63
EMP05562,Operations,Client Meeting,12/19/2025,12/24/2025,Dallas,Atlanta,Air,United,First,1,1097.05,424.26
EMP05563,Engineering,Conference,8/25/2025,9/1/2025,Dallas,Tampa,Bus,Intercity Bus,Standard,0,1756.76,140.54
EMP05564,Sales,Internal Meeting,6/28/2025,7/3/2025,Atlanta,New York,Rail,Amtrak,Standard,0,2738.46,273.85
EMP05565,HR,Internal Meeting,6/13/2025,6/22/2025,New York,Chicago,Air,American Airlines,Business,1,1684.59,571.15
EMP05566,Finance,Internal Meeting,1/28/2025,2/2/2025,San Francisco,New York,Bus,Intercity Bus,Standard,0,1182.13,94.57
EMP05567,Sales,Internal Meeting,12/16/2025,12/20/2025,Atlanta,Tampa,Air,Southwest,First,1,2917.63,879.41
EMP05568,Engineering,Internal Meeting,12/30/2025,1/5/2026,Tampa,New York,Road,Uber,Standard,0,1950.43,975.22
EMP05569,Engineering,Client Meeting,1/16/2025,1/26/2025,New York,New York,Road,Lyft,Standard,0,1969.64,984.82
EMP05570,Finance,Internal Meeting,12/31/2025,1/7/2026,Chicago,Chicago,Air,Southwest,Business,1,2607.12,801.78
EMP05571,Engineering,Client Meeting,6/16/2025,6/20/2025,Atlanta,Dallas,Air,United,Business,1,2014.2,653.55
EMP05572,Engineering,Internal Meeting,4/24/2025,4/30/2025,Tampa,Dallas,Road,Uber,Standard,0,329.81,164.91
EMP05573,Operations,Client Meeting,7/7/2025,7/16/2025,Chicago,Dallas,Air,Delta,Economy,2,1655.17,713.79
EMP05574,Finance,Internal Meeting,4/6/2025,4/8/2025,San Francisco,Atlanta,Rail,Amtrak,Standard,0,1525.86,152.59
EMP05575,HR,Training,6/1/2025,6/7/2025,New York,Dallas,Bus,Intercity Bus,Standard,0,1274.71,101.98
EMP05576,Sales,Training,6/11/2025,6/13/2025,Atlanta,Chicago,Air,Delta,Business,1,549.15,287.29
EMP05577,Engineering,Training,1/5/2025,1/11/2025,Tampa,San Francisco,Bus,Intercity Bus,Standard,0,2402.39,192.19
EMP05578,HR,Training,9/30/2025,10/8/2025,Tampa,New York,Bus,Intercity Bus,Standard,0,2174.33,173.95
EMP05579,Engineering,Training,6/25/2025,7/5/2025,San Francisco,Dallas,Rail,Amtrak,Business,0,304.1,30.41
EMP05580,Finance,Client Meeting,7/24/2025,7/28/2025,Tampa,Dallas,Rail,Amtrak,Business,0,1418.24,141.82
EMP05581,HR,Client Meeting,6/21/2025,6/27/2025,Dallas,San Francisco,Rail,Amtrak,Standard,0,563.23,56.32
EMP05582,Sales,Conference,12/22/2025,12/28/2025,Dallas,San Francisco,Bus,Intercity Bus,Standard,0,1045.56,83.64
