trip_id,supplier_location,destination_facility,carrier_name,carrier_type,mode_of_transport,delivery_datetime,idle_time_minutes,fuel_consumed_gallons,fuel_type,electricity_kwh,shipment_weight_lb,shipment_volume_ctf,pallets_packages,distance_traveled,invoice_amount_usd
TRIP05227,Atlanta,Chicago,XPO Logistics,,Rail,4/15/2025,140.83,18.53,Diesel,0,16455.24,33.29,5,617.53,687.87
TRIP05228,Atlanta,Atlanta,Maersk,,Sea,12/12/2025,61.98,588.28,Heavy Fuel Oil,0,19960.51,88.64,8,2941.41,1949.92
TRIP05229,New York,Chicago,XPO Logistics,,Air,3/27/2025,35.28,180.46,Jet Fuel,0,6719.23,72.84,9,1804.57,1126.67
TRIP05230,Los Angeles,New York,Maersk,,Sea,11/23/2025,97.72,236.16,Heavy Fuel Oil,0,1471.35,52.93,23,1180.82,849.84
TRIP05231,Tampa,Los Angeles,Maersk,LTL,Road,6/21/2025,139.55,257.49,Gasoline,0,15115.02,19.73,19,1544.95,1264.78
TRIP05232,New York,Dallas,XPO Logistics,,Sea,3/10/2025,75.52,187.97,Heavy Fuel Oil,0,1447.31,4.72,9,939.84,588.87
TRIP05233,Tampa,New York,Maersk,,Rail,5/24/2025,150.65,13.35,Diesel,0,3771.33,76.85,3,445.13,327.99
TRIP05234,New York,Los Angeles,FedEx,,Air,4/7/2025,73.59,233.47,Jet Fuel,0,13418.88,76.24,13,2334.72,1565.74
TRIP05235,Atlanta,Dallas,FedEx,,Rail,10/16/2025,60.02,29.33,Diesel,0,17301.88,58.56,13,977.77,964.92
TRIP05236,Atlanta,Dallas,FedEx,,Air,2/9/2025,69.34,178.13,Jet Fuel,0,6261.5,68.85,3,1781.3,1045.88
TRIP05237,Tampa,Dallas,Maersk,,Rail,2/26/2025,150.86,37.35,Diesel,0,14211.52,97.21,3,1245,936.73
TRIP05238,Chicago,Dallas,XPO Logistics,,Air,1/25/2025,109.34,99.99,Jet Fuel,0,6044.43,31.2,1,999.88,630.83
TRIP05239,Atlanta,New York,DHL,,Air,5/11/2025,89.69,179.14,Jet Fuel,0,5959.02,7.8,15,1791.43,1164.9
TRIP05240,Los Angeles,Tampa,DHL,,Air,2/1/2025,22.82,299.64,Jet Fuel,0,3260.9,94.81,29,2996.44,1853.44
TRIP05241,Dallas,Atlanta,DHL,,Air,7/27/2025,133.2,175.61,Jet Fuel,0,4999.41,67.66,3,1756.05,1008.01
TRIP05242,Chicago,New York,FedEx,,Rail,12/18/2025,20.34,58.5,Diesel,0,3643.5,79.32,28,1950.08,1327.91
TRIP05243,Atlanta,Dallas,XPO Logistics,LTL,Road,5/21/2025,128.78,306.1,Diesel,0,16746.79,37.86,29,1836.59,1543.23
TRIP05244,Chicago,Dallas,DHL,,Sea,6/30/2025,106.67,50.05,Heavy Fuel Oil,0,7774.16,30.28,12,250.26,400.61
TRIP05245,New York,Tampa,FedEx,LTL,Road,2/22/2025,86.27,175.91,CNG,0,14544.9,68.67,23,1055.48,1048.64
TRIP05246,Dallas,Chicago,Maersk,,Rail,2/26/2025,37.59,4.99,Diesel,0,5573.3,2.93,16,166.47,354.7
TRIP05247,Chicago,Chicago,FedEx,,Rail,2/16/2025,133.31,79.72,Diesel,0,6911.41,13.38,25,2657.46,1716.96
TRIP05248,New York,Tampa,Maersk,LTL,Road,7/27/2025,62.4,244.78,CNG,0,11173.44,84.29,25,1468.71,1207.82
TRIP05249,Los Angeles,New York,Maersk,LTL,Road,8/12/2025,138.17,0,Electric,1001.82,7822.18,61.07,26,667.88,750.38
TRIP05250,Dallas,New York,Maersk,,Sea,9/22/2025,30.05,559.15,Heavy Fuel Oil,0,13853.59,67.77,19,2795.73,1864.94
TRIP05251,Chicago,Tampa,XPO Logistics,,Air,10/20/2025,24.54,23.11,Jet Fuel,0,6288.79,14.52,3,231.05,271.3
TRIP05252,Chicago,Chicago,DHL,,Sea,10/24/2025,159.3,436.27,Heavy Fuel Oil,0,3541.6,1.73,15,2181.34,1311.5
TRIP05253,Los Angeles,Los Angeles,UPS,LTL,Road,7/31/2025,15.47,0,Electric,598.77,6836.42,26.33,9,399.18,426.32
TRIP05254,Tampa,Los Angeles,FedEx,,Rail,6/20/2025,134.6,30.69,Diesel,0,579.82,50.39,22,1022.97,743.08
TRIP05255,New York,Atlanta,UPS,,Rail,5/11/2025,83.88,3.36,Diesel,0,7975.58,89.12,18,111.89,395.46
TRIP05256,Dallas,Los Angeles,XPO Logistics,,Air,6/28/2025,148.93,211.14,Jet Fuel,0,14326.15,76.43,21,2111.39,1552.22
TRIP05257,Chicago,Dallas,UPS,,Sea,10/7/2025,23.26,61.13,Heavy Fuel Oil,0,5916.67,5.52,7,305.64,341.15
TRIP05258,Dallas,Atlanta,UPS,,Rail,5/7/2025,57.99,52.47,Diesel,0,14051.55,48.66,7,1749.06,1225.56
TRIP05259,New York,Los Angeles,DHL,LTL,Road,7/18/2025,133.48,143.63,Diesel,0,15976.03,97.42,3,861.81,780.43
TRIP05260,Tampa,Chicago,DHL,,Sea,10/14/2025,143.21,539.82,Heavy Fuel Oil,0,12706.91,66.01,14,2699.09,1743.68
TRIP05261,Tampa,Tampa,XPO Logistics,,Rail,5/18/2025,173.27,63.23,Diesel,0,18159.38,88.7,10,2107.62,1517
TRIP05262,Chicago,Chicago,XPO Logistics,,Sea,4/17/2025,113.75,264.34,Heavy Fuel Oil,0,7371.28,45.15,21,1321.7,1018.28
TRIP05263,Tampa,Atlanta,UPS,,Air,9/21/2025,84.41,59.9,Jet Fuel,0,13146.84,46.2,22,598.99,782.43
TRIP05264,Dallas,Atlanta,Maersk,LTL,Road,9/3/2025,92.95,475.47,Gasoline,0,14249.29,43.24,23,2852.81,1941.39
TRIP05265,New York,New York,DHL,FTL,Road,2/5/2025,152.62,118.95,CNG,0,920.05,67.9,24,713.7,615.25
TRIP05266,Los Angeles,Tampa,DHL,LTL,Road,9/23/2025,56.79,265.12,Gasoline,0,11095.47,88.19,13,1590.74,1147.28
TRIP05267,Chicago,Tampa,FedEx,FTL,Road,4/8/2025,46.3,411.63,Diesel,0,6233.9,98.84,3,2469.81,1389.58
TRIP05268,New York,New York,UPS,,Sea,1/5/2025,121.36,546.28,Heavy Fuel Oil,0,17812.37,47.06,14,2731.41,1861.95
TRIP05269,Los Angeles,Chicago,XPO Logistics,LTL,Road,9/5/2025,113.43,103.84,Gasoline,0,7188.44,27.08,1,623.02,465.28
TRIP05270,Chicago,Los Angeles,FedEx,,Air,9/14/2025,43.24,270.19,Jet Fuel,0,3881.98,37.77,23,2701.87,1658.57
TRIP05271,Dallas,Atlanta,UPS,,Rail,12/21/2025,136.43,86.69,Diesel,0,3174.59,91.42,18,2889.58,1688.28
TRIP05272,Los Angeles,Chicago,UPS,,Sea,1/1/2025,89.49,526.77,Heavy Fuel Oil,0,2465.34,76.28,20,2633.85,1566.23
TRIP05273,New York,Tampa,Maersk,,Air,2/12/2025,156.05,21.43,Jet Fuel,0,18378.35,98.05,23,214.34,704.74
TRIP05274,Atlanta,Tampa,UPS,,Air,5/23/2025,87.53,103.27,Jet Fuel,0,10765.54,43.71,12,1032.72,851.67
TRIP05275,Atlanta,Atlanta,DHL,,Rail,9/8/2025,64.24,73.93,Diesel,0,438.93,58.63,29,2464.23,1530.89
TRIP05276,Atlanta,Los Angeles,DHL,,Air,12/4/2025,42.64,71.15,Jet Fuel,0,16044.7,9.83,3,711.46,706.62
TRIP05277,Chicago,Los Angeles,Maersk,,Sea,2/18/2025,128.89,233.01,Heavy Fuel Oil,0,7910.79,87.54,21,1165.07,950.75
TRIP05278,New York,Los Angeles,FedEx,,Sea,12/14/2025,45.31,202.03,Heavy Fuel Oil,0,8795.92,21.58,8,1010.14,760.99
TRIP05279,New York,New York,FedEx,,Sea,7/12/2025,137.05,577.89,Heavy Fuel Oil,0,19150.76,18.54,21,2889.46,2037.75
TRIP05280,Dallas,Los Angeles,DHL,,Sea,7/24/2025,19.87,25.05,Heavy Fuel Oil,0,5229.72,17.09,9,125.24,257.21
TRIP05281,Chicago,Chicago,DHL,,Sea,1/21/2025,42.34,296.26,Heavy Fuel Oil,0,19159.95,43.25,18,1481.3,1303.85
TRIP05282,New York,New York,XPO Logistics,,Sea,5/1/2025,43.14,598.26,Heavy Fuel Oil,0,5717.83,9.35,25,2991.32,1860.02
TRIP05283,Atlanta,Dallas,FedEx,,Rail,1/9/2025,125.02,46.83,Diesel,0,8833.22,27.81,12,1561.06,1077.19
TRIP05284,New York,Los Angeles,UPS,,Rail,3/24/2025,171.1,73.88,Diesel,0,10323.16,28.01,2,2462.66,1457.79
TRIP05285,Dallas,Atlanta,DHL,,Sea,4/11/2025,147,330.28,Heavy Fuel Oil,0,1362.64,69.62,11,1651.42,962.96
TRIP05286,Chicago,New York,UPS,LTL,Road,2/15/2025,24.95,24.03,Gasoline,0,11919.77,87.49,7,144.17,380.48
TRIP05287,Atlanta,New York,Maersk,,Air,1/11/2025,11.3,219.4,Jet Fuel,0,2820.1,34.61,17,2194,1323.4
TRIP05288,Dallas,Los Angeles,Maersk,,Rail,12/10/2025,20.61,8.43,Diesel,0,14454.44,40.6,5,281.06,479.62
TRIP05289,Atlanta,Chicago,FedEx,,Air,6/21/2025,36.36,190.91,Jet Fuel,0,1666.27,18.36,25,1909.12,1237.89
TRIP05290,Chicago,Los Angeles,FedEx,,Air,6/18/2025,15.99,189.19,Jet Fuel,0,1409.98,64.85,19,1891.91,1164.15
TRIP05291,Tampa,Los Angeles,FedEx,,Air,2/5/2025,87.3,121.54,Jet Fuel,0,19590.89,11.92,13,1215.38,1129.51
TRIP05292,Chicago,Los Angeles,Maersk,LTL,Road,1/16/2025,88.21,219.1,Diesel,0,6795.31,1.02,14,1314.59,933.2
TRIP05293,Chicago,Dallas,DHL,FTL,Road,6/22/2025,167.14,138.77,CNG,0,9085.41,77.14,1,832.61,608.01
TRIP05294,Atlanta,Atlanta,DHL,,Rail,9/17/2025,114.35,56.1,Diesel,0,12107.87,91.4,7,1869.94,1247.13
TRIP05295,New York,Los Angeles,DHL,FTL,Road,2/15/2025,64.47,313.81,Diesel,0,1026.15,61.17,27,1882.83,1231.94
TRIP05296,Dallas,New York,Maersk,,Sea,10/19/2025,118.18,339.87,Heavy Fuel Oil,0,5656.01,17.45,19,1699.37,1152.81
TRIP05297,Tampa,Dallas,UPS,,Sea,12/30/2025,54.79,451.84,Heavy Fuel Oil,0,5054.77,47,20,2259.2,1430.7
TRIP05298,New York,Chicago,DHL,,Sea,12/14/2025,171.46,162.23,Heavy Fuel Oil,0,7077.66,91.67,5,811.16,597.13
TRIP05299,Atlanta,Atlanta,UPS,,Air,2/16/2025,102.12,184.56,Jet Fuel,0,6136.13,64.22,26,1845.64,1305.54
TRIP05300,Chicago,Los Angeles,Maersk,FTL,Road,7/6/2025,13.16,0,Electric,2303.99,5516.9,8.16,26,1535.99,1138.33
TRIP05301,New York,Atlanta,Maersk,,Rail,10/3/2025,100.47,49.27,Diesel,0,19786.41,35.62,22,1642.31,1436.88
TRIP05302,Dallas,Dallas,Maersk,LTL,Road,5/29/2025,107.04,0,Electric,369.3,8558.43,13.46,11,246.2,404.27
TRIP05303,Tampa,Los Angeles,FedEx,FTL,Road,12/7/2025,167.99,0,Electric,2698.05,15526.71,61.92,29,1798.7,1499.88
TRIP05304,Dallas,Los Angeles,FedEx,,Sea,6/13/2025,78,286.99,Heavy Fuel Oil,0,17060.45,2.25,11,1434.93,1168.67
TRIP05305,Tampa,New York,XPO Logistics,,Air,6/23/2025,99.31,215.26,Jet Fuel,0,946.62,13.78,26,2152.62,1355.24
TRIP05306,Dallas,Atlanta,Maersk,LTL,Road,7/25/2025,139.42,428.32,Diesel,0,12155.83,72.79,26,2569.95,1788.09
TRIP05307,Los Angeles,Tampa,UPS,FTL,Road,8/4/2025,70.18,171.64,Diesel,0,11606.27,10.71,4,1029.86,787.06
TRIP05308,Chicago,New York,FedEx,LTL,Road,1/30/2025,13.41,0,Electric,2574.32,16115.77,24.64,14,1716.21,1320.42
TRIP05309,Tampa,New York,XPO Logistics,,Air,11/1/2025,142.05,165.33,Jet Fuel,0,1828.04,89.62,17,1653.25,1033.19
TRIP05310,New York,Atlanta,XPO Logistics,,Air,8/16/2025,75.7,60.85,Jet Fuel,0,14541.35,44.69,25,608.54,845.1
TRIP05311,New York,Tampa,DHL,,Air,9/30/2025,155.71,143.26,Jet Fuel,0,12744.71,93.36,27,1432.64,1241.21
TRIP05312,Tampa,Atlanta,DHL,FTL,Road,2/3/2025,38.35,432.53,CNG,0,10424.77,35.4,25,2595.2,1756.1
TRIP05313,Atlanta,New York,XPO Logistics,,Air,4/28/2025,18.25,240.55,Jet Fuel,0,3648.16,8.7,27,2405.54,1545.73
TRIP05314,Tampa,Dallas,Maersk,FTL,Road,8/6/2025,30.19,0,Electric,3157.76,16839.66,65.22,17,2105.17,1559.38
TRIP05315,Chicago,Chicago,XPO Logistics,LTL,Road,9/20/2025,83.49,147.6,Diesel,0,14699.85,80.97,5,885.6,786.8
TRIP05316,Atlanta,Atlanta,XPO Logistics,,Sea,2/4/2025,34.64,402.58,Heavy Fuel Oil,0,10673.08,6.41,28,2012.9,1499.91
TRIP05317,Dallas,New York,Maersk,,Rail,12/24/2025,90.29,76.24,Diesel,0,12940.79,87.05,8,2541.24,1609.44
TRIP05318,Dallas,Chicago,DHL,,Air,4/23/2025,102.63,185.35,Jet Fuel,0,2224.06,56.48,24,1853.54,1211.25
TRIP05319,Tampa,Tampa,DHL,,Air,12/15/2025,27.01,168.05,Jet Fuel,0,17501.33,72.78,16,1680.45,1350.25
TRIP05320,New York,Atlanta,FedEx,FTL,Road,9/12/2025,155.82,155.96,CNG,0,1464.44,92.08,6,935.76,557.17
TRIP05321,Chicago,New York,UPS,,Rail,2/18/2025,62.01,83.89,Diesel,0,15522.31,94.13,3,2796.35,1738.62
TRIP05322,New York,New York,DHL,,Air,3/13/2025,126.3,97.9,Jet Fuel,0,17412.02,56.36,25,978.96,1087.72
TRIP05323,Los Angeles,Chicago,Maersk,FTL,Road,7/2/2025,36.21,149.41,CNG,0,647.12,20.78,9,896.43,551.16
TRIP05324,Tampa,Chicago,Maersk,,Sea,9/3/2025,139.92,139.52,Heavy Fuel Oil,0,16351.88,73.65,13,697.59,805.83
TRIP05325,Los Angeles,Tampa,Maersk,,Sea,7/23/2025,98.74,198.65,Heavy Fuel Oil,0,19036.92,64.92,9,993.26,967.37
TRIP05326,Atlanta,Los Angeles,Maersk,LTL,Road,8/10/2025,99.74,365.14,CNG,0,5302.56,93.54,27,2190.84,1471.47
TRIP05327,Los Angeles,Dallas,FedEx,,Air,12/2/2025,167.77,160.77,Jet Fuel,0,15258.56,36.52,25,1607.68,1359.01
TRIP05328,Chicago,Los Angeles,Maersk,FTL,Road,3/30/2025,149.51,94.31,Diesel,0,17668.37,41.09,2,565.88,656.31
TRIP05329,Chicago,Chicago,Maersk,,Sea,9/21/2025,120.92,386.22,Heavy Fuel Oil,0,13124.84,9.38,12,1931.11,1348.05
TRIP05330,Los Angeles,New York,XPO Logistics,,Air,12/25/2025,74.38,147.68,Jet Fuel,0,766.17,91.63,1,1476.8,763.72
TRIP05331,Los Angeles,Atlanta,Maersk,,Sea,2/13/2025,37.29,27.13,Heavy Fuel Oil,0,14694.05,79.38,1,135.65,371.71
TRIP05332,Chicago,Dallas,UPS,LTL,Road,8/26/2025,14.16,101.75,CNG,0,14350.61,5.99,7,610.53,662.28
TRIP05333,Atlanta,Dallas,UPS,,Air,6/15/2025,37.79,53.38,Jet Fuel,0,18822.54,58.23,11,533.83,753.37
TRIP05334,Dallas,New York,Maersk,,Sea,8/27/2025,113.28,158.64,Heavy Fuel Oil,0,7414.04,7.89,28,793.18,824.87
TRIP05335,Atlanta,Chicago,XPO Logistics,,Rail,9/11/2025,19.02,7,Diesel,0,8106,41.99,2,233.35,298.8
TRIP05336,Chicago,Dallas,XPO Logistics,,Air,4/7/2025,73.48,229.95,Jet Fuel,0,6078.97,41.55,26,2299.53,1531.34
TRIP05337,New York,Dallas,DHL,,Air,1/16/2025,103.7,233.64,Jet Fuel,0,17700.85,6.91,5,2336.36,1572.2
TRIP05338,Tampa,Los Angeles,FedEx,,Rail,8/14/2025,105.1,43.75,Diesel,0,13386.62,80.43,23,1458.22,1226.84
TRIP05339,Tampa,Chicago,Maersk,,Rail,10/10/2025,26.01,11.48,Diesel,0,3206.79,98.24,2,382.74,275.51
TRIP05340,New York,Atlanta,UPS,,Air,10/30/2025,72.37,161.93,Jet Fuel,0,14961.85,41.81,12,1619.31,1228.89
TRIP05341,Dallas,Chicago,FedEx,,Rail,10/1/2025,69.47,55.34,Diesel,0,17412.74,81.81,13,1844.74,1400.62
TRIP05342,New York,Chicago,FedEx,,Air,6/7/2025,100.63,195.62,Jet Fuel,0,2408.77,10.17,5,1956.25,1076.3
TRIP05343,New York,Chicago,FedEx,,Air,11/30/2025,144.25,226.23,Jet Fuel,0,11446.58,59.9,1,2262.29,1370.08
TRIP05344,Dallas,Tampa,XPO Logistics,,Air,4/5/2025,17.55,267.44,Jet Fuel,0,14081.27,6.93,14,2674.38,1758.82
TRIP05345,Dallas,Dallas,XPO Logistics,FTL,Road,10/15/2025,120.26,160.58,Gasoline,0,11804.78,94.9,4,963.45,757.82
TRIP05346,Dallas,Los Angeles,FedEx,,Sea,11/17/2025,19.97,370.98,Heavy Fuel Oil,0,13392.65,24.44,26,1854.91,1455.31
TRIP05347,Atlanta,Los Angeles,UPS,,Air,10/29/2025,140.96,227.39,Jet Fuel,0,1001.42,93.22,29,2273.86,1446.96
TRIP05348,Atlanta,Tampa,FedEx,,Air,3/18/2025,137,134.85,Jet Fuel,0,13436.44,46.12,6,1348.54,1003
TRIP05349,Dallas,Los Angeles,FedEx,,Air,11/26/2025,21.22,181.67,Jet Fuel,0,7621.46,91.64,24,1816.69,1300.77
TRIP05350,New York,Chicago,Maersk,,Air,5/21/2025,102.01,240.75,Jet Fuel,0,3233.28,19.46,28,2407.48,1548.41
TRIP05351,Atlanta,New York,Maersk,,Air,12/5/2025,153.56,261.22,Jet Fuel,0,15494.88,79.76,29,2612.19,1905.99
TRIP05352,Los Angeles,New York,UPS,,Rail,4/3/2025,15.46,66.05,Diesel,0,16651.25,21.94,12,2201.5,1553.78
TRIP05353,Atlanta,Atlanta,Maersk,LTL,Road,3/2/2025,108.56,298.26,Diesel,0,7006.21,20.42,19,1789.57,1224.91
TRIP05354,Chicago,Atlanta,FedEx,,Air,9/13/2025,150.72,252.92,Jet Fuel,0,7660.84,5.44,9,2529.2,1507.82
TRIP05355,Los Angeles,Atlanta,UPS,,Air,5/14/2025,12.61,123.62,Jet Fuel,0,16590.29,72.65,29,1236.25,1239.93
TRIP05356,Atlanta,Chicago,UPS,,Sea,5/13/2025,86.57,419.86,Heavy Fuel Oil,0,4697.42,85.96,7,2099.28,1213.59
TRIP05357,Los Angeles,New York,DHL,,Sea,5/3/2025,169.53,164.57,Heavy Fuel Oil,0,649.3,31.99,4,822.86,464.42
TRIP05358,Chicago,Los Angeles,FedEx,,Rail,12/24/2025,159.72,88.43,Diesel,0,18943.02,82.59,10,2947.78,1952.75
TRIP05359,Dallas,Chicago,DHL,,Air,6/6/2025,33.36,172.72,Jet Fuel,0,614.85,22.54,8,1727.16,955.88
TRIP05360,Chicago,Los Angeles,Maersk,,Rail,12/14/2025,28.22,40.37,Diesel,0,3016.08,90.26,12,1345.73,853.19
TRIP05361,Chicago,Dallas,Maersk,,Air,10/5/2025,170.73,45.83,Jet Fuel,0,7225.29,42.7,9,458.25,463.63
TRIP05362,Chicago,Atlanta,DHL,,Rail,5/10/2025,176.75,89.78,Diesel,0,19527.77,41.6,25,2992.77,2136.94
TRIP05363,Dallas,Atlanta,DHL,,Rail,2/3/2025,23.48,59.13,Diesel,0,14350.22,20.33,23,1970.94,1502.47
TRIP05364,Dallas,Chicago,XPO Logistics,,Sea,10/2/2025,55.32,397.35,Heavy Fuel Oil,0,1205.9,12.41,24,1986.76,1257.5
TRIP05365,Los Angeles,Chicago,XPO Logistics,,Rail,4/12/2025,139.33,84.4,Diesel,0,16116.69,73.36,26,2813.23,1988.95
TRIP05366,Los Angeles,Los Angeles,XPO Logistics,,Rail,4/12/2025,133.27,13.21,Diesel,0,9144.37,19.33,18,440.34,583.06
TRIP05367,Dallas,New York,DHL,FTL,Road,11/19/2025,86.14,0,Electric,1018.43,12340.36,45.31,7,678.95,656.28
TRIP05368,Chicago,Chicago,Maersk,FTL,Road,6/3/2025,110.32,420.63,Diesel,0,19591.34,68.1,23,2523.77,1883.71
TRIP05369,Atlanta,Tampa,Maersk,,Sea,7/6/2025,119.92,37.67,Heavy Fuel Oil,0,8101.65,26.51,11,188.37,366.22
TRIP05370,New York,Chicago,XPO Logistics,,Air,11/8/2025,84.71,271.55,Jet Fuel,0,18228.78,10.12,2,2715.45,1742.3
TRIP05371,Dallas,Atlanta,Maersk,LTL,Road,12/3/2025,150.97,80.65,Gasoline,0,2095.91,30.5,10,483.9,383.87
TRIP05372,Dallas,Atlanta,XPO Logistics,,Sea,12/20/2025,15.03,445.23,Heavy Fuel Oil,0,8295.81,73.78,1,2226.17,1289
TRIP05373,Dallas,New York,DHL,,Air,1/13/2025,18.48,190.15,Jet Fuel,0,7962.5,1.96,26,1901.54,1370.02
TRIP05374,Los Angeles,Dallas,FedEx,,Rail,7/4/2025,75.82,81.2,Diesel,0,13957.3,94.12,10,2706.51,1732.4
TRIP05375,Los Angeles,Tampa,XPO Logistics,FTL,Road,7/25/2025,56.85,352.81,CNG,0,11713.25,9.1,15,2116.83,1442.68
TRIP05376,Tampa,Tampa,UPS,,Sea,5/24/2025,39.78,344.38,Heavy Fuel Oil,0,8990.34,73.78,14,1721.89,1180.75
TRIP05377,Atlanta,New York,XPO Logistics,LTL,Road,12/23/2025,119.95,452.93,Diesel,0,8873.36,72.65,21,2717.59,1746.26
TRIP05378,Los Angeles,Chicago,XPO Logistics,FTL,Road,5/19/2025,53.68,274.11,Gasoline,0,10900.62,79.21,15,1644.63,1190.33
TRIP05379,Los Angeles,Los Angeles,UPS,,Air,10/15/2025,125.69,111.68,Jet Fuel,0,17203.37,93.94,17,1116.78,1072.46
TRIP05380,Tampa,Tampa,UPS,,Sea,6/21/2025,11.2,306.23,Heavy Fuel Oil,0,11696.67,84.34,23,1531.17,1229.52
TRIP05381,New York,Dallas,DHL,,Air,1/20/2025,47.87,15.07,Jet Fuel,0,3034.94,19.57,22,150.68,356.04
TRIP05382,Los Angeles,Atlanta,DHL,,Air,6/25/2025,67.69,290.9,Jet Fuel,0,12758.63,69.56,3,2908.97,1739.66
TRIP05383,Tampa,Los Angeles,XPO Logistics,LTL,Road,6/9/2025,31.36,130.81,Diesel,0,13814.72,96.99,26,784.84,928.71
TRIP05384,Tampa,Atlanta,XPO Logistics,,Sea,5/16/2025,72.22,66.99,Heavy Fuel Oil,0,16087.82,86.75,12,334.93,609.22
TRIP05385,Los Angeles,Los Angeles,UPS,FTL,Road,11/14/2025,172.66,329.21,Gasoline,0,6182.72,24.6,28,1975.26,1391.28
TRIP05386,Atlanta,Tampa,FedEx,,Air,3/14/2025,117.07,193.75,Jet Fuel,0,6735.94,75.58,20,1937.5,1303.47
TRIP05387,Atlanta,Los Angeles,XPO Logistics,,Rail,1/15/2025,171,3.68,Diesel,0,12608.8,95.21,29,122.52,603.44
TRIP05388,Dallas,Atlanta,DHL,,Sea,4/5/2025,41.41,413.09,Heavy Fuel Oil,0,4306.2,4.93,28,2065.43,1398.84
TRIP05389,Chicago,Dallas,XPO Logistics,FTL,Road,12/12/2025,122.34,301.92,Diesel,0,17197.46,38.87,26,1811.53,1509.71
TRIP05390,Los Angeles,Dallas,FedEx,,Air,9/26/2025,70.4,12.12,Jet Fuel,0,5072.31,44.19,15,121.22,312.06
TRIP05391,Dallas,Chicago,XPO Logistics,LTL,Road,10/11/2025,26.65,89.14,Gasoline,0,9521.82,73.28,9,534.86,547.87
TRIP05392,Dallas,Dallas,FedEx,,Rail,5/13/2025,177.69,61.66,Diesel,0,5937.23,79.74,5,2055.28,1196.38
TRIP05393,Los Angeles,Chicago,XPO Logistics,,Air,11/17/2025,140.95,290.57,Jet Fuel,0,8354.86,68.83,3,2905.75,1649.97
TRIP05394,Tampa,New York,DHL,LTL,Road,2/10/2025,139,326.14,Gasoline,0,5930.3,49.95,19,1956.86,1287.04
TRIP05395,Dallas,Dallas,UPS,,Rail,12/19/2025,34.12,82.49,Diesel,0,18672.14,60.04,26,2749.75,2008.32
TRIP05396,Chicago,Los Angeles,Maersk,,Air,3/11/2025,44.44,238.87,Jet Fuel,0,18911.93,89.06,12,2388.73,1692.6
TRIP05397,Chicago,Atlanta,Maersk,,Air,8/22/2025,21.16,110.16,Jet Fuel,0,19598.22,98.34,14,1101.61,1082.77
TRIP05398,Atlanta,Atlanta,DHL,,Sea,7/17/2025,115.2,323.42,Heavy Fuel Oil,0,2809.07,66.57,22,1617.11,1084.74
TRIP05399,Tampa,Atlanta,DHL,,Air,9/1/2025,75.05,270.35,Jet Fuel,0,6673.93,85.15,21,2703.53,1695.24
TRIP05400,Dallas,Chicago,Maersk,FTL,Road,2/21/2025,162.45,0,Electric,4309.14,5834.68,7.22,12,2872.76,1673.07
TRIP05401,Chicago,Tampa,XPO Logistics,,Rail,3/2/2025,138.56,22.87,Diesel,0,14148.92,30.93,21,762.37,874.16
TRIP05402,New York,Los Angeles,Maersk,,Sea,3/23/2025,82.08,31.18,Heavy Fuel Oil,0,14282.98,82.6,8,155.88,443.6
TRIP05403,Tampa,New York,Maersk,,Air,10/20/2025,136.81,97.52,Jet Fuel,0,16802.56,77.98,20,975.2,1023.65
TRIP05404,Atlanta,Tampa,UPS,,Sea,1/11/2025,66.29,301.76,Heavy Fuel Oil,0,2646.37,57.42,13,1508.82,937.34
TRIP05405,Atlanta,New York,FedEx,,Rail,8/12/2025,87.47,34.35,Diesel,0,9293.28,34.58,26,1144.97,1018.35
TRIP05406,Los Angeles,Chicago,DHL,,Air,6/21/2025,57.17,156.98,Jet Fuel,0,10439.83,95.09,4,1569.8,1033.7
TRIP05407,Tampa,Los Angeles,XPO Logistics,,Rail,10/30/2025,103.17,48.54,Diesel,0,12581.75,64.34,27,1618.03,1330.65
TRIP05408,New York,Atlanta,Maersk,FTL,Road,4/27/2025,20.51,429.57,Diesel,0,10339.07,91.02,29,2577.44,1785.5
TRIP05409,Atlanta,Atlanta,UPS,,Rail,9/29/2025,155.32,73.62,Diesel,0,6947.14,91.45,12,2454.15,1486.02
TRIP05410,New York,New York,DHL,,Air,9/15/2025,11.75,171.35,Jet Fuel,0,14200,88.8,11,1713.52,1250.76
TRIP05411,Dallas,Tampa,UPS,,Rail,1/30/2025,26.64,38.02,Diesel,0,18542.28,39.06,19,1267.23,1194.46
TRIP05412,Atlanta,Dallas,Maersk,FTL,Road,7/7/2025,152.18,0,Electric,312.18,11658.77,81.25,29,208.12,627.24
TRIP05413,Los Angeles,Atlanta,UPS,LTL,Road,5/7/2025,105.78,437.37,Gasoline,0,1080.29,16.93,15,2624.22,1483.72
TRIP05414,Dallas,Dallas,Maersk,,Sea,8/27/2025,41.66,582.84,Heavy Fuel Oil,0,6966.16,74.44,23,2914.22,1826.43
TRIP05415,Atlanta,New York,FedEx,,Air,6/19/2025,39.42,297.8,Jet Fuel,0,16206.79,14.62,17,2977.96,1983.12
TRIP05416,Dallas,New York,DHL,,Air,11/18/2025,56.01,186.84,Jet Fuel,0,11315.74,18.43,9,1868.37,1250.5
TRIP05417,Dallas,Atlanta,XPO Logistics,,Air,12/29/2025,159,242.6,Jet Fuel,0,13700.5,52.77,4,2425.98,1527
