shipment_id,carrier_name,carrier_type,mode_of_transport,origin,destination,delivery_datetime,distance_traveled,idle_time,shipment_weight_lb,shipment_volume_cuft,fuel_consumed_gallons,electricity_kwh,invoice_amount_usd
SHP005156,UPS,0,Air,Miami,Dallas,2025-05-16 23:54:00,1351.42,0.6,37273.43,474.61,135.14,0.0,1083.32
SHP005157,Schneider,0,Ocean,Miami,New York,2025-04-12 21:36:00,7618.65,22.76,32702.06,342.61,1523.73,0.0,392.07
SHP005158,XPO Logistics,0,Ocean,Boston,Tampa,2025-03-20 10:23:00,6833.82,15.21,5807.6,196.22,1366.76,0.0,234.05
SHP005159,J.B. Hunt,0,Air,Tampa,Chicago,2025-08-19 13:28:00,2922.5,1.73,34779.2,47.51,292.25,0.0,1426.21
SHP005160,Old Dominion,FTL,Road,San Francisco,Tampa,2025-03-20 15:09:00,434.31,2.27,2538.3,60.43,72.39,0.0,60.13
SHP005161,Schneider,0,Ocean,Atlanta,New York,2025-02-02 09:52:00,1948.74,20.43,3004.38,150.05,389.75,0.0,73.48
SHP005162,Schneider,LTL,Road,San Francisco,Tampa,2025-11-23 01:03:00,61.7,4.25,6259.99,322.85,10.28,0.0,70.0
SHP005163,J.B. Hunt,0,Air,Atlanta,Chicago,2025-10-12 07:50:00,1310.83,1.23,28952.65,405.75,131.08,0.0,906.76
SHP005164,C.H. Robinson,0,Air,Atlanta,San Francisco,2025-06-22 11:59:00,674.22,2.2,10324.27,84.89,67.42,0.0,375.04
SHP005165,XPO Logistics,0,Rail,New York,San Francisco,2025-10-13 21:13:00,1374.92,4.77,9039.32,155.69,41.25,0.0,141.06
SHP005166,FedEx,0,Air,Boston,Atlanta,2025-08-01 13:32:00,2909.96,3.47,35257.9,230.55,291.0,0.0,1432.65
SHP005167,C.H. Robinson,0,Air,Tampa,Dallas,2025-10-25 02:01:00,1984.28,1.82,3569.62,201.13,198.43,0.0,567.46
SHP005168,Old Dominion,FTL,Road,Dallas,Tampa,2025-07-09 10:43:00,733.08,1.9,33994.05,76.4,122.18,0.0,398.59
SHP005169,Old Dominion,0,Air,Chicago,Tampa,2025-11-17 22:37:00,1291.25,0.94,16490.87,20.79,129.12,0.0,652.63
SHP005170,FedEx,0,Rail,Dallas,San Francisco,2025-10-12 12:56:00,636.08,3.81,19387.53,272.3,19.08,0.0,186.9
SHP005171,Schneider,0,Rail,New York,Miami,2025-12-15 13:02:00,639.99,4.66,20605.68,158.77,19.2,0.0,196.84
SHP005172,UPS,LTL,Road,Tampa,Dallas,2025-10-10 06:38:00,1004.73,3.39,3422.86,473.72,167.46,0.0,154.8
SHP005173,J.B. Hunt,LTL,Road,Atlanta,Boston,2025-01-23 05:25:00,1021.88,5.9,6968.5,189.73,170.31,0.0,192.31
SHP005174,C.H. Robinson,LTL,Road,Dallas,Miami,2025-05-02 22:13:00,372.99,4.06,9811.04,313.73,62.16,0.0,142.87
SHP005175,FedEx,0,Rail,Boston,San Francisco,2025-01-22 05:58:00,1610.58,3.3,16574.67,453.23,48.32,0.0,213.13
SHP005176,XPO Logistics,0,Rail,Boston,San Francisco,2025-03-28 20:04:00,1410.99,7.87,31103.19,224.81,42.33,0.0,319.38
SHP005177,C.H. Robinson,0,Air,San Francisco,Dallas,2025-09-24 03:48:00,1733.88,3.65,22290.05,128.44,173.39,0.0,879.27
SHP005178,J.B. Hunt,0,Ocean,Miami,Dallas,2025-05-08 23:56:00,3767.15,13.36,4320.43,372.14,753.43,0.0,134.62
SHP005179,UPS,0,Rail,Tampa,Atlanta,2025-04-30 09:32:00,374.97,3.83,32282.59,234.32,11.25,0.0,277.01
SHP005180,Old Dominion,0,Rail,San Francisco,New York,2025-07-27 13:18:00,1547.22,3.39,38326.63,105.52,46.42,0.0,383.97
SHP005181,FedEx,0,Air,Chicago,Miami,2025-07-31 09:17:00,403.31,3.55,30212.01,116.76,40.33,0.0,705.07
SHP005182,DHL,0,Air,Boston,Atlanta,2025-10-14 06:49:00,2958.8,2.26,38067.08,253.01,295.88,0.0,1501.04
SHP005183,Schneider,0,Ocean,Miami,Dallas,2025-05-03 14:38:00,4039.06,11.88,13727.57,267.32,807.81,0.0,189.81
SHP005184,DHL,FTL,Road,Boston,Miami,2025-05-20 19:36:00,570.44,0.46,10787.19,107.35,95.07,0.0,153.51
SHP005185,J.B. Hunt,0,Air,Miami,San Francisco,2025-08-17 21:05:00,2642.08,2.6,30665.48,478.46,264.21,0.0,1273.83
SHP005186,Schneider,0,Air,Miami,Boston,2025-11-09 06:50:00,2038.91,3.94,12814.68,93.95,203.89,0.0,766.02
SHP005187,C.H. Robinson,0,Rail,New York,Boston,2025-06-17 10:51:00,845.3,4.3,35866.78,280.41,25.36,0.0,329.2
SHP005188,J.B. Hunt,0,Ocean,San Francisco,Miami,2025-03-15 06:39:00,2691.36,18.34,20480.36,81.9,538.27,0.0,183.14
SHP005189,C.H. Robinson,LTL,Road,Miami,Boston,2025-01-06 17:36:00,713.34,5.49,8449.83,293.82,118.89,0.0,170.1
SHP005190,UPS,0,Air,Miami,Dallas,2025-08-03 21:51:00,1318.12,0.8,19051.13,376.29,131.81,0.0,710.55
SHP005191,DHL,LTL,Road,Chicago,Atlanta,2025-03-16 07:42:00,464.31,1.6,9324.09,410.96,77.39,0.0,148.96
SHP005192,FedEx,0,Air,Miami,San Francisco,2025-09-09 04:11:00,2023.34,0.98,6223.9,52.51,202.33,0.0,630.31
SHP005193,J.B. Hunt,0,Rail,Boston,New York,2025-04-28 15:45:00,1186.07,1.81,33783.77,496.49,35.58,0.0,329.57
SHP005194,Schneider,FTL,Road,New York,Chicago,2025-09-09 09:45:00,471.3,2.86,28610.85,468.64,78.55,0.0,323.81
SHP005195,C.H. Robinson,0,Ocean,Dallas,Tampa,2025-05-16 10:20:00,7205.7,3.27,7178.34,377.54,1441.14,0.0,252.06
SHP005196,Schneider,0,Air,Boston,Atlanta,2025-07-24 20:52:00,2160.01,0.97,20331.55,390.63,216.0,0.0,946.63
SHP005197,Schneider,0,Ocean,Miami,San Francisco,2025-12-13 00:03:00,2140.86,21.17,2592.39,391.32,428.17,0.0,77.19
SHP005198,Old Dominion,0,Air,New York,Boston,2025-03-09 12:40:00,1962.71,1.6,28976.84,391.4,196.27,0.0,1070.21
SHP005199,XPO Logistics,0,Ocean,San Francisco,Miami,2025-05-11 19:16:00,7504.24,10.09,27597.66,301.71,1500.85,0.0,363.12
SHP005200,C.H. Robinson,0,Ocean,Dallas,New York,2025-08-28 01:23:00,4439.05,21.59,625.11,141.77,887.81,0.0,136.3
SHP005201,FedEx,FTL,Road,Miami,Chicago,2025-05-09 08:11:00,669.02,1.28,36360.73,324.15,0.0,1003.53,417.13
SHP005202,J.B. Hunt,FTL,Road,Chicago,Tampa,2025-09-19 13:28:00,599.57,4.93,18310.0,279.77,99.93,0.0,231.07
SHP005203,XPO Logistics,0,Ocean,New York,Boston,2025-07-08 04:03:00,520.63,10.05,5982.22,345.15,104.13,0.0,45.53
SHP005204,Schneider,0,Air,New York,Miami,2025-10-22 02:36:00,1593.37,1.56,18979.38,105.61,159.34,0.0,777.93
SHP005205,Schneider,FTL,Road,Miami,Chicago,2025-05-01 07:20:00,1113.85,0.56,34683.97,256.17,185.64,0.0,435.95
SHP005206,Old Dominion,LTL,Road,San Francisco,New York,2025-04-06 22:36:00,761.79,1.99,9671.97,141.64,126.96,0.0,188.13
SHP005207,Old Dominion,0,Ocean,Miami,Atlanta,2025-04-15 05:54:00,4916.58,23.86,35303.23,268.63,983.32,0.0,324.01
SHP005208,FedEx,FTL,Road,Chicago,New York,2025-02-19 00:25:00,1188.93,4.28,8743.67,203.39,198.16,0.0,182.55
SHP005209,J.B. Hunt,FTL,Road,Tampa,New York,2025-03-06 19:05:00,434.67,2.23,30538.03,292.55,72.45,0.0,340.15
SHP005210,C.H. Robinson,0,Air,Boston,Miami,2025-12-02 09:37:00,402.85,3.57,12223.45,498.54,40.29,0.0,345.18
SHP005211,DHL,0,Air,Tampa,Dallas,2025-03-09 15:01:00,2876.31,3.79,32539.54,111.09,287.63,0.0,1369.87
SHP005212,Schneider,0,Air,Miami,Tampa,2025-02-27 09:13:00,1738.11,1.29,10757.18,305.86,173.81,0.0,649.67
SHP005213,Old Dominion,0,Rail,Tampa,Dallas,2025-01-04 20:30:00,265.33,7.79,36787.59,191.0,7.96,0.0,307.57
SHP005214,FedEx,0,Air,New York,Chicago,2025-01-21 13:04:00,1691.64,2.13,35346.89,344.61,169.16,0.0,1129.85
SHP005215,Old Dominion,0,Rail,Chicago,Tampa,2025-07-25 17:37:00,644.98,4.13,17444.16,479.71,19.35,0.0,171.8
SHP005216,J.B. Hunt,0,Air,Atlanta,Boston,2025-04-13 14:07:00,773.34,0.81,35284.44,448.45,77.33,0.0,899.02
SHP005217,XPO Logistics,0,Ocean,Dallas,Boston,2025-03-21 01:18:00,7038.04,13.24,26559.9,282.12,1407.61,0.0,343.94
SHP005218,C.H. Robinson,LTL,Road,Boston,Chicago,2025-02-14 05:26:00,129.86,3.68,284.1,163.17,21.64,0.0,18.42
SHP005219,XPO Logistics,0,Ocean,Atlanta,Dallas,2025-01-23 05:14:00,7492.19,8.69,37623.15,125.82,1498.44,0.0,412.88
SHP005220,FedEx,0,Ocean,New York,San Francisco,2025-07-02 10:32:00,2859.22,15.82,30584.27,251.19,571.84,0.0,238.7
SHP005221,Schneider,0,Ocean,Chicago,Dallas,2025-08-21 10:21:00,7115.87,2.89,36926.7,98.96,1423.17,0.0,398.11
SHP005222,XPO Logistics,0,Rail,Miami,Dallas,2025-03-13 01:43:00,1614.78,3.81,33393.9,336.16,48.44,0.0,347.89
SHP005223,Schneider,0,Ocean,Boston,Atlanta,2025-01-30 04:29:00,1819.56,22.2,10197.94,122.83,363.91,0.0,105.58
SHP005224,Old Dominion,LTL,Road,Tampa,Dallas,2025-12-17 13:35:00,986.31,0.86,2337.05,252.34,164.38,0.0,141.73
SHP005225,UPS,FTL,Road,Tampa,Dallas,2025-02-08 02:11:00,1005.05,1.1,22132.9,355.91,167.51,0.0,301.73
SHP005226,Schneider,FTL,Road,Boston,Miami,2025-04-14 05:15:00,1039.68,5.63,31493.28,326.76,173.28,0.0,398.11
SHP005227,Schneider,0,Rail,Dallas,Boston,2025-12-23 07:01:00,893.79,1.78,28534.62,496.38,26.81,0.0,272.97
SHP005228,UPS,0,Air,San Francisco,Miami,2025-10-26 22:20:00,2289.25,0.56,20102.27,307.71,228.93,0.0,974.36
SHP005229,J.B. Hunt,0,Ocean,Atlanta,Dallas,2025-01-29 14:37:00,5672.56,17.83,22545.28,112.46,1134.51,0.0,282.9
SHP005230,XPO Logistics,0,Rail,Chicago,Boston,2025-02-25 22:33:00,1707.52,5.88,9855.18,161.84,51.23,0.0,164.22
SHP005231,Schneider,LTL,Road,San Francisco,New York,2025-05-16 13:47:00,1110.22,5.35,4140.69,20.12,185.04,0.0,174.63
SHP005232,FedEx,0,Air,New York,Atlanta,2025-01-13 04:46:00,430.94,1.49,25350.33,292.51,43.09,0.0,614.74
SHP005233,J.B. Hunt,0,Air,New York,Boston,2025-12-01 02:20:00,2011.34,3.01,1251.77,53.44,201.13,0.0,527.87
SHP005234,Schneider,FTL,Road,New York,Tampa,2025-04-08 09:25:00,463.41,1.14,3475.14,320.84,77.23,0.0,71.82
SHP005235,Schneider,0,Rail,Dallas,San Francisco,2025-04-14 07:00:00,1504.54,6.27,32773.07,333.26,45.14,0.0,337.41
SHP005236,FedEx,0,Ocean,Atlanta,Miami,2025-06-04 06:29:00,6015.09,7.98,39723.82,92.4,1203.02,0.0,379.07
SHP005237,Old Dominion,FTL,Road,New York,San Francisco,2025-05-15 07:28:00,296.67,1.91,39025.63,494.16,49.45,0.0,413.99
SHP005238,UPS,LTL,Road,New York,Boston,2025-05-19 14:03:00,964.13,3.87,5272.62,485.34,160.69,0.0,168.42
SHP005239,XPO Logistics,0,Rail,Atlanta,Miami,2025-12-25 19:10:00,1313.0,7.61,13003.76,167.55,39.39,0.0,169.68
SHP005240,Schneider,0,Rail,Boston,Tampa,2025-08-18 20:53:00,1567.56,2.05,37864.15,254.23,47.03,0.0,381.29
SHP005241,Schneider,0,Ocean,New York,San Francisco,2025-07-13 19:28:00,7448.1,9.41,28780.38,241.95,1489.62,0.0,367.34
SHP005242,XPO Logistics,FTL,Road,New York,San Francisco,2025-05-02 22:49:00,770.82,3.15,38701.07,346.36,128.47,0.0,448.68
SHP005243,C.H. Robinson,LTL,Road,Tampa,Miami,2025-07-05 18:05:00,339.02,5.48,3046.19,186.43,56.5,0.0,71.14
SHP005244,XPO Logistics,0,Rail,Dallas,Miami,2025-11-30 02:31:00,363.4,7.3,11801.42,130.2,10.9,0.0,112.58
SHP005245,J.B. Hunt,0,Ocean,San Francisco,Miami,2025-09-13 00:33:00,7401.97,19.72,6072.62,384.89,1480.39,0.0,252.42
SHP005246,J.B. Hunt,0,Air,Tampa,San Francisco,2025-06-29 22:45:00,2765.19,0.77,33095.99,274.16,276.52,0.0,1353.22
SHP005247,Schneider,0,Air,Chicago,Miami,2025-06-21 18:12:00,2106.83,2.22,28063.22,18.01,210.68,0.0,1087.97
SHP005248,Schneider,0,Ocean,Tampa,Miami,2025-09-12 12:55:00,6220.3,2.73,18484.34,76.33,1244.06,0.0,279.03
SHP005249,Schneider,FTL,Road,Miami,New York,2025-08-29 17:56:00,997.11,2.05,18436.7,214.95,166.19,0.0,264.14
SHP005250,DHL,0,Ocean,Chicago,Miami,2025-04-04 14:07:00,6293.76,12.59,31663.85,37.68,1258.75,0.0,347.13
SHP005251,C.H. Robinson,0,Ocean,Tampa,Boston,2025-03-07 20:42:00,1936.95,14.13,37909.99,38.3,387.39,0.0,247.66
SHP005252,FedEx,LTL,Road,Miami,San Francisco,2025-01-11 23:07:00,99.55,1.15,6465.36,200.1,16.59,0.0,76.6
SHP005253,UPS,0,Rail,Miami,Boston,2025-01-02 18:41:00,1520.88,1.5,8258.36,150.71,45.63,0.0,142.11
SHP005254,Old Dominion,0,Air,Tampa,Boston,2025-10-12 02:41:00,1992.17,2.9,5406.03,471.96,199.22,0.0,606.16
SHP005255,FedEx,LTL,Road,Dallas,New York,2025-07-27 21:10:00,442.2,4.35,5313.45,112.16,73.7,0.0,106.2
SHP005256,FedEx,0,Air,Boston,Dallas,2025-09-09 15:50:00,2584.82,3.36,16144.84,294.72,258.48,0.0,969.1
SHP005257,UPS,FTL,Road,Boston,New York,2025-09-17 04:56:00,346.5,4.22,12706.56,422.2,57.75,0.0,154.79
SHP005258,C.H. Robinson,FTL,Road,Miami,Atlanta,2025-11-04 12:19:00,299.99,0.34,11106.07,96.34,50.0,0.0,135.06
SHP005259,UPS,FTL,Road,Boston,New York,2025-11-01 11:24:00,634.53,1.42,30646.0,121.44,105.75,0.0,357.22
SHP005260,Schneider,0,Rail,Chicago,Tampa,2025-07-01 03:13:00,1331.15,5.05,39456.87,499.95,39.93,0.0,382.21
SHP005261,Old Dominion,0,Ocean,Dallas,Boston,2025-10-19 23:42:00,7021.45,18.72,15765.03,376.89,1404.29,0.0,289.47
SHP005262,Schneider,0,Air,Chicago,Dallas,2025-01-23 01:31:00,2883.02,0.58,21747.63,109.78,288.3,0.0,1155.71
SHP005263,Old Dominion,FTL,Road,Boston,Atlanta,2025-09-26 13:40:00,691.56,2.93,23242.86,275.93,115.26,0.0,287.75
SHP005264,UPS,0,Rail,Atlanta,San Francisco,2025-03-03 17:08:00,1736.17,4.87,33926.17,160.59,52.09,0.0,358.22
SHP005265,Old Dominion,0,Ocean,Boston,Chicago,2025-09-18 14:18:00,3785.76,12.35,11509.76,190.52,757.15,0.0,171.12
SHP005266,Schneider,0,Ocean,Dallas,Chicago,2025-11-11 19:42:00,4988.85,14.76,25639.2,176.56,997.77,0.0,277.86
SHP005267,Old Dominion,0,Air,Dallas,Atlanta,2025-05-01 11:24:00,1152.75,2.64,5748.04,127.26,115.28,0.0,403.15
SHP005268,FedEx,LTL,Road,Atlanta,New York,2025-02-11 19:12:00,98.45,0.67,2547.33,10.75,16.41,0.0,37.29
SHP005269,DHL,0,Ocean,San Francisco,Dallas,2025-11-24 18:07:00,2340.58,16.41,2913.73,218.93,468.12,0.0,84.79
SHP005270,C.H. Robinson,0,Ocean,Boston,Tampa,2025-10-23 02:36:00,7348.32,19.41,12564.78,462.48,1469.66,0.0,283.27
SHP005271,XPO Logistics,0,Rail,Dallas,Chicago,2025-05-03 21:02:00,727.43,1.51,39765.21,435.14,21.82,0.0,354.49
SHP005272,DHL,LTL,Road,Boston,San Francisco,2025-06-14 20:25:00,585.82,4.08,6761.6,98.05,97.64,0.0,137.91
SHP005273,Schneider,0,Ocean,Atlanta,New York,2025-05-01 10:53:00,2000.36,12.33,36507.14,5.99,400.07,0.0,242.55
SHP005274,J.B. Hunt,0,Rail,Miami,Atlanta,2025-03-29 01:08:00,1452.01,1.4,19389.77,319.3,43.56,0.0,227.72
SHP005275,DHL,0,Ocean,San Francisco,Dallas,2025-09-16 03:07:00,5650.69,3.29,17034.84,292.33,1130.14,0.0,254.69
SHP005276,J.B. Hunt,0,Rail,Miami,San Francisco,2025-12-07 18:12:00,305.67,1.95,26714.14,261.3,9.17,0.0,229.0
SHP005277,DHL,0,Air,New York,San Francisco,2025-04-29 18:10:00,736.94,2.37,36551.35,8.78,73.69,0.0,915.26
SHP005278,C.H. Robinson,0,Rail,Dallas,Tampa,2025-08-14 20:29:00,1228.21,1.52,754.75,76.18,36.85,0.0,67.45
SHP005279,J.B. Hunt,0,Air,Tampa,Boston,2025-05-06 18:41:00,1441.85,3.31,11630.53,313.21,144.19,0.0,593.07
SHP005280,Schneider,0,Ocean,Atlanta,Boston,2025-11-26 20:03:00,3583.67,7.16,20812.76,398.93,716.73,0.0,211.57
SHP005281,Old Dominion,0,Air,Boston,Atlanta,2025-12-05 15:46:00,2547.73,3.46,13873.03,396.93,254.77,0.0,914.39
SHP005282,XPO Logistics,FTL,Road,San Francisco,New York,2025-03-06 21:19:00,294.01,4.5,37961.18,7.86,0.0,441.01,403.13
SHP005283,UPS,0,Air,Atlanta,New York,2025-06-29 07:32:00,1488.98,2.77,28220.14,88.87,148.9,0.0,936.65
SHP005284,Old Dominion,FTL,Road,Boston,Chicago,2025-10-28 04:57:00,1168.01,3.79,6991.45,11.24,0.0,1752.01,163.36
SHP005285,XPO Logistics,0,Rail,Tampa,Atlanta,2025-05-20 16:02:00,1453.22,1.56,6071.51,287.84,43.6,0.0,121.23
SHP005286,DHL,0,Ocean,Atlanta,Dallas,2025-11-26 11:26:00,5026.29,17.11,16043.8,387.18,1005.26,0.0,231.01
SHP005287,C.H. Robinson,0,Air,Dallas,New York,2025-10-23 03:26:00,2930.77,1.45,28269.63,464.31,293.08,0.0,1298.09
SHP005288,Schneider,0,Ocean,Tampa,Boston,2025-09-24 17:20:00,5647.15,16.98,9339.02,268.03,1129.43,0.0,216.11
SHP005289,J.B. Hunt,FTL,Road,San Francisco,New York,2025-10-24 20:58:00,696.9,4.28,39874.45,17.79,116.15,0.0,454.5
SHP005290,DHL,0,Air,New York,Tampa,2025-02-04 00:19:00,476.13,0.77,29847.68,69.04,47.61,0.0,715.99
SHP005291,J.B. Hunt,0,Ocean,Boston,Chicago,2025-11-15 06:22:00,5168.39,9.14,18564.14,108.62,1033.68,0.0,247.87
SHP005292,UPS,0,Rail,New York,Tampa,2025-02-24 16:51:00,1585.77,5.1,37810.25,287.72,47.57,0.0,381.77
SHP005293,XPO Logistics,0,Ocean,New York,Chicago,2025-03-21 20:37:00,1429.31,5.76,39568.42,363.06,285.86,0.0,240.72
SHP005294,UPS,0,Air,Boston,Chicago,2025-04-18 16:19:00,433.05,2.96,16780.84,154.3,43.31,0.0,443.88
SHP005295,Schneider,LTL,Road,Atlanta,Miami,2025-04-07 09:29:00,227.17,5.08,778.84,145.63,37.86,0.0,35.05
SHP005296,DHL,0,Ocean,Tampa,Miami,2025-02-17 13:18:00,2797.87,5.54,20573.3,6.84,559.57,0.0,186.8
SHP005297,C.H. Robinson,0,Ocean,Chicago,Dallas,2025-06-21 10:18:00,2757.32,22.54,12765.92,180.87,551.46,0.0,146.55
SHP005298,J.B. Hunt,0,Rail,Tampa,Chicago,2025-03-05 07:21:00,957.06,4.93,32443.99,95.97,28.71,0.0,307.4
SHP005299,J.B. Hunt,0,Ocean,Chicago,New York,2025-12-06 07:36:00,7038.1,18.67,29044.69,44.32,1407.62,0.0,356.37
SHP005300,J.B. Hunt,FTL,Road,New York,Boston,2025-12-08 09:14:00,74.89,3.67,34593.79,292.64,12.48,0.0,351.93
SHP005301,J.B. Hunt,0,Ocean,Miami,Tampa,2025-11-16 10:53:00,2099.26,3.99,28134.06,361.16,419.85,0.0,203.65
SHP005302,FedEx,0,Ocean,Tampa,Miami,2025-12-05 01:26:00,1793.99,2.62,16627.2,291.78,358.8,0.0,136.96
SHP005303,Schneider,0,Rail,New York,Tampa,2025-08-15 18:49:00,1329.6,6.67,24616.23,56.33,39.89,0.0,263.41
SHP005304,UPS,FTL,Road,Dallas,Chicago,2025-05-13 20:48:00,834.97,5.91,36270.59,435.96,0.0,1252.45,429.5
SHP005305,UPS,0,Rail,Tampa,Chicago,2025-03-26 09:40:00,683.47,6.26,34118.59,339.48,20.5,0.0,307.12
SHP005306,FedEx,0,Ocean,Atlanta,Dallas,2025-02-04 12:32:00,2379.21,22.98,18307.37,65.77,475.84,0.0,162.91
SHP005307,Schneider,0,Air,Miami,Chicago,2025-12-07 02:33:00,596.4,2.77,17789.53,48.15,59.64,0.0,504.89
SHP005308,C.H. Robinson,0,Air,New York,Chicago,2025-04-22 21:12:00,2298.98,3.3,29153.92,101.93,229.9,0.0,1157.82
SHP005309,Schneider,0,Ocean,Atlanta,Miami,2025-01-07 04:33:00,5673.32,2.24,12551.93,200.01,1134.66,0.0,232.96
SHP005310,Old Dominion,FTL,Road,Miami,Atlanta,2025-06-13 17:07:00,1010.53,2.49,945.14,176.82,168.42,0.0,90.29
SHP005311,DHL,FTL,Road,Boston,San Francisco,2025-01-31 22:21:00,623.76,5.71,37670.85,91.26,0.0,935.64,426.61
SHP005312,UPS,0,Air,Chicago,New York,2025-02-13 18:55:00,799.9,1.07,31662.42,4.0,79.99,0.0,833.22
SHP005313,UPS,FTL,Road,Chicago,Atlanta,2025-11-08 08:32:00,196.25,3.34,10278.7,47.09,32.71,0.0,118.49
SHP005314,Schneider,0,Air,New York,Dallas,2025-01-04 02:13:00,1271.67,1.46,20688.62,489.64,127.17,0.0,731.69
SHP005315,DHL,0,Ocean,Dallas,Atlanta,2025-03-03 09:54:00,1432.28,10.2,37313.41,438.56,286.46,0.0,229.54
SHP005316,DHL,0,Ocean,Atlanta,New York,2025-01-03 03:53:00,3457.03,17.38,3970.35,356.56,691.41,0.0,123.56
SHP005317,J.B. Hunt,LTL,Road,Boston,Chicago,2025-03-19 01:39:00,1168.79,3.34,5060.13,94.47,194.8,0.0,190.86
SHP005318,C.H. Robinson,0,Air,Miami,San Francisco,2025-09-15 16:33:00,2011.23,2.57,26251.36,14.02,201.12,0.0,1027.83
SHP005319,DHL,0,Ocean,Atlanta,San Francisco,2025-06-02 17:04:00,4615.43,15.09,8697.44,104.96,923.09,0.0,181.95
SHP005320,C.H. Robinson,0,Ocean,Chicago,Boston,2025-11-04 03:15:00,2571.64,17.66,24447.51,423.04,514.33,0.0,199.39
SHP005321,J.B. Hunt,0,Ocean,Atlanta,San Francisco,2025-02-22 13:19:00,2717.44,22.07,29876.39,198.11,543.49,0.0,230.91
SHP005322,FedEx,FTL,Road,Dallas,Boston,2025-02-28 17:41:00,159.55,1.73,38292.34,155.87,0.0,239.33,395.69
SHP005323,Schneider,LTL,Road,Dallas,Tampa,2025-03-12 06:06:00,429.39,1.34,8097.48,138.55,71.56,0.0,132.5
SHP005324,J.B. Hunt,0,Ocean,Chicago,New York,2025-05-29 05:34:00,2976.94,11.12,17632.27,206.26,595.39,0.0,177.47
SHP005325,C.H. Robinson,LTL,Road,Chicago,Miami,2025-05-09 12:11:00,629.31,4.93,8219.96,399.36,104.88,0.0,157.72
SHP005326,DHL,0,Ocean,New York,Miami,2025-05-05 05:00:00,1258.44,19.59,5249.95,63.24,251.69,0.0,64.0
SHP005327,C.H. Robinson,0,Air,Dallas,Boston,2025-05-10 05:15:00,2859.23,3.37,22320.21,437.61,285.92,0.0,1161.21
SHP005328,FedEx,0,Ocean,Tampa,Boston,2025-08-18 15:24:00,7920.23,15.43,24709.49,377.46,1584.05,0.0,361.15
SHP005329,Old Dominion,0,Air,Chicago,Atlanta,2025-04-12 20:40:00,926.78,1.08,30503.44,173.11,92.68,0.0,841.76
SHP005330,Old Dominion,0,Ocean,Miami,Dallas,2025-06-04 01:34:00,1513.03,8.93,14666.16,482.65,302.61,0.0,118.72
SHP005331,Schneider,0,Ocean,Chicago,Tampa,2025-01-21 14:41:00,5734.7,13.68,38770.49,451.67,1146.94,0.0,365.89
SHP005332,XPO Logistics,0,Rail,San Francisco,Boston,2025-12-19 01:01:00,1019.2,7.34,16470.03,115.98,30.58,0.0,182.72
SHP005333,Old Dominion,0,Rail,Tampa,Boston,2025-07-09 02:01:00,572.29,5.64,20292.28,329.82,17.17,0.0,190.95
SHP005334,J.B. Hunt,0,Rail,San Francisco,Boston,2025-08-25 04:22:00,1297.72,1.16,2634.56,266.81,38.93,0.0,85.96
SHP005335,XPO Logistics,0,Rail,Miami,Chicago,2025-05-29 02:27:00,505.66,5.43,22311.34,293.29,15.17,0.0,203.77
SHP005336,XPO Logistics,0,Rail,Boston,Miami,2025-08-11 23:48:00,683.93,5.48,33264.96,499.04,20.52,0.0,300.32
SHP005337,DHL,0,Air,Chicago,New York,2025-10-12 21:06:00,2563.8,2.45,8140.47,341.04,256.38,0.0,803.76
SHP005338,DHL,0,Rail,Miami,Atlanta,2025-04-09 21:40:00,1700.25,2.48,10611.83,75.36,51.01,0.0,169.91
SHP005339,FedEx,0,Ocean,Miami,San Francisco,2025-01-11 15:56:00,6025.41,10.94,2976.48,437.6,1205.08,0.0,195.64
SHP005340,Old Dominion,0,Air,Chicago,Miami,2025-04-29 11:57:00,1805.71,1.66,14087.33,145.84,180.57,0.0,733.17
SHP005341,XPO Logistics,0,Rail,New York,Atlanta,2025-11-11 19:23:00,928.77,3.36,22143.88,386.99,27.86,0.0,223.59
SHP005342,XPO Logistics,LTL,Road,Miami,Atlanta,2025-04-06 21:05:00,825.63,1.94,5358.1,420.22,137.6,0.0,152.66
SHP005343,FedEx,0,Air,Dallas,Chicago,2025-12-29 14:46:00,484.16,0.77,22468.72,319.92,48.42,0.0,570.41
SHP005344,Old Dominion,0,Air,Tampa,Boston,2025-08-29 20:00:00,870.82,3.11,26027.4,461.72,87.08,0.0,738.25
SHP005345,J.B. Hunt,0,Ocean,Atlanta,Tampa,2025-10-13 17:58:00,1767.16,18.53,3803.9,283.08,353.43,0.0,72.03
SHP005346,C.H. Robinson,0,Air,Miami,New York,2025-06-27 14:24:00,1790.12,1.86,33860.56,3.18,179.01,0.0,1124.74
SHP005347,FedEx,0,Ocean,Chicago,Boston,2025-02-06 07:34:00,4401.35,6.78,29868.2,22.49,880.27,0.0,281.38
SHP005348,J.B. Hunt,0,Air,Atlanta,Tampa,2025-11-09 08:35:00,2545.2,3.43,33398.21,77.13,254.52,0.0,1304.26
SHP005349,Schneider,0,Air,San Francisco,Miami,2025-03-29 05:57:00,2002.1,0.55,33994.52,361.76,200.21,0.0,1180.42
SHP005350,FedEx,0,Air,Atlanta,Tampa,2025-04-11 06:45:00,1734.12,3.06,4225.8,264.8,173.41,0.0,518.05
SHP005351,C.H. Robinson,0,Air,New York,Dallas,2025-05-31 03:37:00,1086.45,3.9,34356.16,366.9,108.65,0.0,958.74
